DATE,PALLFNFINDEXM
2007-09-01,131.576507220822
2007-10-01,139.289901598939
2007-11-01,147.569190720454
2007-12-01,147.630538649438
2008-01-01,154.364423799842
2008-02-01,161.240431928746
2008-03-01,171.147391742428
2008-04-01,177.820945531387
2008-05-01,189.832585109251
2008-06-01,199.469483107516
2008-07-01,202.827923114934
2008-08-01,181.3418540048
2008-09-01,166.065500014931
2008-10-01,136.077065359023
2008-11-01,115.081280650515
2008-12-01,102.060501107115
2009-01-01,105.717512671057
2009-02-01,101.652691332401
2009-03-01,101.419504031762
2009-04-01,103.838422699443
2009-05-01,112.072455729266
2009-06-01,121.552918227666
2009-07-01,117.012107534028
2009-08-01,123.646427027874
2009-09-01,119.997548238033
2009-10-01,127.479254723571
2009-11-01,132.383445761086
2009-12-01,135.295993205539
2010-01-01,141.008692419268
2010-02-01,137.62012934376
2010-03-01,142.090659329021
2010-04-01,150.118444568038
2010-05-01,141.573257007197
2010-06-01,138.304029249365
2010-07-01,138.315525932635
2010-08-01,142.504935551143
2010-09-01,144.69832364817
2010-10-01,152.622061394699
2010-11-01,158.120212125951
2010-12-01,166.647636487785
2011-01-01,172.842879472067
2011-02-01,179.44115637336
2011-03-01,185.322309194731
2011-04-01,194.585159920978
2011-05-01,187.907838472899
2011-06-01,185.891655445796
2011-07-01,188.487501357522
2011-08-01,184.060178679447
2011-09-01,182.339588676879
2011-10-01,175.453445134987
2011-11-01,178.092898671022
2011-12-01,174.902452079067
2012-01-01,177.562303361877
2012-02-01,183.045334804203
2012-03-01,187.219212896223
2012-04-01,184.234061994283
2012-05-01,173.649455864149
2012-06-01,161.936796789618
2012-07-01,167.393109370199
2012-08-01,171.838476912766
2012-09-01,173.589919316249
2012-10-01,172.0575912406
2012-11-01,169.706699609495
2012-12-01,170.478628393663
2013-01-01,174.532013438757
2013-02-01,176.38306945331
2013-03-01,171.62110344155
2013-04-01,168.152655316406
2013-05-01,167.243213958442
2013-06-01,164.692404052611
2013-07-01,166.555141455587
2013-08-01,169.308812798559
2013-09-01,168.539104707903
2013-10-01,165.969260432788
2013-11-01,164.234994941995
2013-12-01,167.78817562558
2014-01-01,166.776468232778
2014-02-01,170.865234015551
2014-03-01,169.804333279161
2014-04-01,170.944794028375
2014-05-01,168.818249330977
2014-06-01,169.024315336601
2014-07-01,165.763635822582
2014-08-01,160.19810918107
2014-09-01,155.21479555518
2014-10-01,146.432165624753
2014-11-01,139.583605811122
2014-12-01,126.351303749264
2015-01-01,114.505777405108
2015-02-01,117.618966895959
2015-03-01,113.72478395094
2015-04-01,114.638289488816
2015-05-01,118.779407874289
2015-06-01,116.391989887603
2015-07-01,109.746330412989
2015-08-01,102.423037740864
2015-09-01,102.382124871183
2015-10-01,102.36128178767
2015-11-01,96.3850036410183
2015-12-01,90.6499853582387
2016-01-01,85.3213534356982
2016-02-01,87.364859722124
2016-03-01,93.3957548596765
2016-04-01,96.6994772571024
2016-05-01,100.700810201703
2016-06-01,103.214278179866
2016-07-01,102.79431708206
2016-08-01,103.301210902645
2016-09-01,103.322017281561
2016-10-01,106.644286080755
2016-11-01,105.591267427235
2016-12-01,111.650367569574
2017-01-01,115.785562610625
2017-02-01,116.408291367873
2017-03-01,110.796472583505
2017-04-01,110.85642978495
2017-05-01,108.68979936542
2017-06-01,105.565780910105
2017-07-01,108.315273358088
2017-08-01,111.328507088514
2017-09-01,114.57073421341
2017-10-01,116.100555750721
2017-11-01,120.714605130917
2017-12-01,122.501202473164
2018-01-01,129.635943093805
2018-02-01,126.907614099225
2018-03-01,126.299913634369
2018-04-01,128.433374532395
2018-05-01,133.155056588337
2018-06-01,131.947185368455
2018-07-01,130.224595766527
2018-08-01,127.973369170774
2018-09-01,132.411645037648
2018-10-01,133.511794247434
2018-11-01,121.862577983572
2018-12-01,115.907879107195
2019-01-01,117.040999125594
2019-02-01,119.025125605874
2019-03-01,119.952902168803
2019-04-01,123.40384240447
2019-05-01,120.495219266673
2019-06-01,115.449149987992
2019-07-01,118.024027688382
2019-08-01,112.712301811199
2019-09-01,114.817379509821
2019-10-01,112.903908597371
2019-11-01,117.018709026694
2019-12-01,119.914399347356
2020-01-01,119.606002781291
2020-02-01,110.950940115334
2020-03-01,93.776336757346
2020-04-01,83.9402575042006
2020-05-01,91.268370609121
2020-06-01,99.8182303083406
2020-07-01,102.860990501227
2020-08-01,108.826090530663
2020-09-01,108.272798026963
2020-10-01,110.630583823544
2020-11-01,114.995183393037
2020-12-01,125.436570303789
2021-01-01,137.409862215577
2021-02-01,140.522447773023
2021-03-01,141.351088630271
2021-04-01,144.890151229046
2021-05-01,155.575597126059
2021-06-01,161.879525673362
2021-07-01,166.11952335784
2021-08-01,163.769339095342
2021-09-01,172.772345155947
2021-10-01,192.350344554355
2021-11-01,183.849297703898
